OVERALL INDIVIDUAL RESULTS:

EventKey,Pen,Position,Name,Team,Country,Time,DeltaTime,Distance,DeltaDistance,Points,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,NGB,NGB ID,UCI ID
"95390","1","1","Glenn Lindberg","Orbit",DEN,"2728.356","0","28053.785","0","0",Bot,"Bot5803","1275","Gold 3","1296","Gold 3","","","",""
"95390","1","2","Ianto Bennett","",WAL,"2744.913","16.556","28053.785","0","0",Bot,"Bot8557","1289","Gold 3","1299","Gold 3","","","",""
"95390","1","3","Emilio Dougherty","Titans",ENG,"2745.168","16.811","28053.785","0","0",Bot,"Bot5130","1254","Gold 3","1258","Gold 3","","","",""
"95390","1","4","Mussie Araya","",ERI,"2795.783","67.427","28053.785","0","0",Bot,"Bot5991","1245","Gold 3","1271","Gold 3","","","",""
"95390","1","5","Thomas Gérard","",BEL,"2800.936","72.58","28053.785","0","0",Bot,"Bot7591","1195","Gold 2","1201","Gold 3","","","",""
"95390","1","6","Luca Pinna","",ITA,"2851.844","123.487","28053.785","0","0",Bot,"Bot8477","1316","Platinum 1","1295","Gold 3","","","",""
"95390","1","7","Hyuk So","",KOR,"2866.562","138.206","28053.785","0","0",Bot,"Bot9587","1065","Gold 1","1075","Gold 1","","","",""
"95390","1","8","Paul Levoa","Roklit",SOL,"2871.441","143.084","28053.785","0","0",Bot,"Bot9012","1179","Gold 2","1153","Gold 2","","","",""
"95390","1","9","Toni Seifert","",SUI,"2872.524","144.168","28053.785","0","0",Bot,"Bot3782","1034","Gold 1","1033","Gold 1","","","",""
"95390","1","10","Erik Gunnarsson","",SWE,"2887.756","159.4","28053.785","0","0",Bot,"Bot6354","1157","Gold 2","1158","Gold 2","","","",""
"95390","1","11","Patrick Huber","",GER,"2891.524","163.168","28053.785","0","0",Bot,"Bot8144","1149","Gold 2","1158","Gold 2","","","",""
"95390","1","12","Koji Ōtsuka","",JPN,"2891.674","163.317","28053.785","0","0",Bot,"Bot8873","1102","Gold 2","1106","Gold 2","","","",""
"95390","1","13","Patrick Jansen","HCOM",GER,"2892.119","163.762","28053.785","0","0",Bot,"Bot5401","1217","Gold 3","1197","Gold 2","","","",""
"95390","1","14","Denis David","",FRA,"2903.652","175.295","28053.785","0","0",Bot,"Bot8599","1234","Gold 3","1216","Gold 3","","","",""
"95390","1","15","Adam Dąbrowski","",POL,"2911.211","182.854","28053.785","0","0",Bot,"Bot3385","992","Silver 3","1002","Gold 1","","","",""
"95390","1","16","Tad Hardy","Base",SGP,"2915.36","187.004","28053.785","0","0",Bot,"Bot3825","1189","Gold 2","1152","Gold 2","","","",""
