OVERALL INDIVIDUAL RESULTS:

EventKey,Pen,Position,Name,Team,Country,Time,DeltaTime,Distance,DeltaDistance,Points,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,NGB,NGB ID,UCI ID
"92035","4","1","Ian Winchester","Paramount CRT",GBR,"2253.976","0","23541.109","0","0",Male,"A8DBE4F760E1C622","100","Bronze 1","586","Bronze 2","50-54","","",""
"92035","4","2","Lynnette Mathews","",NZL,"2264.473","10.497","23541.109","0","0",Bot,"Bot7350","744","Silver 1","729","Silver 1","","","",""
"92035","4","3","Felecia Wiley","",RSA,"2264.71","10.734","23541.109","0","0",Bot,"Bot9173","694","Bronze 3","698","Bronze 3","","","",""
"92035","4","4","Margarita Makris","",GRE,"2285.711","31.735","23541.109","0","0",Bot,"Bot1865","612","Bronze 3","612","Bronze 3","","","",""
"92035","4","5","Sascha Peters","",GER,"2290.457","36.48","23541.109","0","0",Bot,"Bot5179","713","Silver 1","702","Silver 1","","","",""
"92035","4","6","Bernard Young","",CAN,"2295.728","41.751","23541.109","0","0",Bot,"Bot764","724","Silver 1","704","Silver 1","","","",""
"92035","4","7","Björn Forsberg","",SWE,"2295.993","42.016","23541.109","0","0",Bot,"Bot3265","640","Bronze 3","659","Bronze 3","","","",""
"92035","4","8","Irina Rahimić","",SRB,"2296.236","42.26","23541.109","0","0",Bot,"Bot5787","675","Bronze 3","665","Bronze 3","","","",""
"92035","4","9","Jassim Al Sulaiti","Base",QAT,"2301.973","47.996","23541.109","0","0",Bot,"Bot925","697","Bronze 3","691","Bronze 3","","","",""
"92035","4","10","Hinata Morita","Systech",JPN,"2309.243","55.266","23541.109","0","0",Bot,"Bot2804","727","Silver 1","714","Silver 1","","","",""
"92035","4","11","Vera Rojas","",ENG,"2310.713","56.736","23541.109","0","0",Bot,"Bot9898","728","Silver 1","712","Silver 1","","","",""
"92035","4","12","Paz Sanchez","Formix",ARG,"2311.203","57.226","23541.109","0","0",Bot,"Bot2017","745","Silver 1","735","Silver 1","","","",""
"92035","4","13","Luella Lugo","",NZL,"2314.497","60.52","23541.109","0","0",Bot,"Bot7962","551","Bronze 2","546","Bronze 2","","","",""
"92035","4","14","Nurhayati Susanto","AI Thunder",INA,"2340.461","86.485","23541.109","0","0",Bot,"Bot5600","745","Silver 1","722","Silver 1","","","",""
"92035","4","15","Yuri Leite","Windsail",BRA,"2365.742","111.765","23541.109","0","0",Bot,"Bot9023","648","Bronze 3","650","Bronze 3","","","",""
"92035","4","16","Alessandro Rossi","Aguda",SMR,"2366.248","112.271","23541.109","0","0",Bot,"Bot33","701","Silver 1","679","Bronze 3","","","",""
"92035","4","17","Oona Kärkkäinen","",FIN,"2366.706","112.729","23541.109","0","0",Bot,"Bot789","626","Bronze 3","619","Bronze 3","","","",""
"92035","4","18","Aarni Lehtonen","AMO Solutions",FIN,"2366.732","112.755","23541.109","0","0",Bot,"Bot7839","483","Bronze 1","490","Bronze 1","","","",""
