OVERALL INDIVIDUAL RESULTS:

EventKey,Pen,Position,Name,Team,Country,Time,DeltaTime,Distance,DeltaDistance,Points,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,NGB,NGB ID,UCI ID
"93934","1","1","Luca Pinna","",ITA,"1200","0","15153.197","0","0",Bot,"Bot8477","1322","Platinum 1","1289","Gold 3","","","",""
"93934","1","2","Gabrielius Kazlauskas","HCOM",LTU,"1200","0","15088.979","-64.217","0",Bot,"Bot201","1331","Platinum 1","1351","Platinum 1","","","",""
"93934","1","3","Stephen Burgess","Formix",BER,"1200","0","15082.009","-71.187","0",Bot,"Bot9117","1313","Platinum 1","1351","Platinum 1","","","",""
"93934","1","4","Ethan Flynn","Hinal",IRL,"1200","0","14892.311","-260.885","0",Bot,"Bot4731","1217","Gold 3","1205","Gold 3","","","",""
"93934","1","5","Keith Ballard","",NZL,"1200","0","14852.631","-300.565","0",Bot,"Bot184","1300","Platinum 1","1301","Platinum 1","","","",""
"93934","1","6","Emil Rockov","",SVK,"1200","0","14810.756","-342.44","0",Bot,"Bot8283","1195","Gold 2","1246","Gold 3","","","",""
"93934","1","7","Nils Sæter","Patriot",NOR,"1200","0","14807.998","-345.199","0",Bot,"Bot208","1283","Gold 3","1308","Platinum 1","","","",""
"93934","1","8","Kenshin Ueta","",JPN,"1200","0","14797.3","-355.896","0",Bot,"Bot1366","1221","Gold 3","1218","Gold 3","","","",""
"93934","1","9","Elias Goossens","",BEL,"1200","0","14703.769","-449.427","0",Bot,"Bot6644","1162","Gold 2","1190","Gold 2","","","",""
"93934","1","10","Hannu Lehtinen","",FIN,"1200","0","14665.466","-487.73","0",Bot,"Bot7785","1140","Gold 2","1147","Gold 2","","","",""
"93934","1","11","Jovan Kulyk","AI Thunder",CZE,"1200","0","14652.483","-500.713","0",Bot,"Bot2200","1196","Gold 2","1194","Gold 2","","","",""
"93934","1","12","Juan Cervantes","Monova",MEX,"1200","0","14647.272","-505.924","0",Bot,"Bot1219","1186","Gold 2","1231","Gold 3","","","",""
"93934","1","13","Kazuo Fujii","Eckleson",JPN,"1200","0","14645.322","-507.875","0",Bot,"Bot5227","1205","Gold 3","1238","Gold 3","","","",""
"93934","1","14","Guillermo Santamaria","",ESP,"1200","0","14514.207","-638.99","0",Bot,"Bot1485","1183","Gold 2","1179","Gold 2","","","",""
"93934","1","15","Ryan Yates","Allkin Racing",USA,"1200","0","14444.322","-708.875","0",Male,"2FDBB5DD4345DCB5","1266","Gold 3","1305","Platinum 1","40-44","","",""
"93934","1","16","Fazeel Zuhair","AI Thunder",MDV,"1200","0","14439.348","-713.848","0",Bot,"Bot7600","1104","Gold 2","1105","Gold 2","","","",""
"93934","1","17","Luis Garcia","Meisterkuhl",ESP,"1200","0","14431.625","-721.571","0",Bot,"Bot6722","1076","Gold 1","1092","Gold 1","","","",""
"93934","1","18","Magnus Arvidsson","",SWE,"1200","0","14429.578","-723.619","0",Bot,"Bot6646","1140","Gold 2","1152","Gold 2","","","",""
"93934","1","19","Woojin Seomun","",KOR,"1200","0","14330.747","-822.45","0",Bot,"Bot2998","1121","Gold 2","1105","Gold 2","","","",""
"93934","1","20","Francisco Garcia","",POR,"1200","0","14309.125","-844.072","0",Bot,"Bot3280","1118","Gold 2","1107","Gold 2","","","",""
"93934","1","21","Sung Holt","",USA,"1200","0","14298.09","-855.106","0",Bot,"Bot949","1116","Gold 2","1114","Gold 2","","","",""
"93934","1","22","Thad Franklin","",USA,"1200","0","14282.03","-871.166","0",Bot,"Bot5574","1213","Gold 3","1170","Gold 2","","","",""
"93934","1","23","Elvis Hodge","Fable",USA,"1200","0","14281.063","-872.133","0",Bot,"Bot6610","1115","Gold 2","1122","Gold 2","","","",""
"93934","1","24","Clinton Bryant","Saint",RSA,"1200","0","14189.47","-963.726","0",Bot,"Bot2232","1046","Gold 1","1062","Gold 1","","","",""
"93934","1","25","Hussein Al Azmi","",KUW,"1200","0","14076.632","-1076.564","0",Bot,"Bot3183","1001","Gold 1","1017","Gold 1","","","",""
"93934","1","26","Kentaro Sasaki","Delta",JPN,"1200","0","14072.686","-1080.51","0",Bot,"Bot7721","1017","Gold 1","1014","Gold 1","","","",""
