OVERALL INDIVIDUAL RESULTS:

EventKey,Pen,Position,Name,Team,Country,Time,DeltaTime,Distance,DeltaDistance,Points,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,NGB,NGB ID,UCI ID
"93945","1","12","20","Stan Barajas","",AUS,"1605.214","108.063","1","Bot3384"
"93945","1","12","21","Valentina Szervánszky","",CZE,"1609.997","112.846","0","Bot3790"
"93945","1","12","22","Zuhair Al-Naqbi","Ampex",UAE,"1610.034","112.883","0","Bot314"
"93945","1","12","23","Josue Mosquera","",COL,"1610.156","113.005","0","Bot5486"
"93945","1","12","24","Rebecca Luna","Zonkify",ARG,"1613.388","116.237","0","Bot6109"
"93945","1","12","25","Michelle Simon","",FRA,"1669.623","172.472","0","Bot3084"
"93945","1","12","26","Stavroula Konstantinidis","",GRE,"1669.779","172.628","0","Bot2264"
"93945","1","12","27","Oleg Winograd","",SVK,"1669.959","172.808","0","Bot1997"
"93945","1","12","28","Ryu Sasaki","Nitro",JPN,"1670.07","172.919","0","Bot437"
"93945","1","12","29","Feruza Nurmatova","",UZB,"1671.75","174.599","0","Bot6941"
"93945","1","12","30","Joël Boyer","Base",FRA,"1738.201","241.05","0","Bot8925"
"93945","1","12","31","Arjan Visser","Fiber Shot",NED,"1782.551","285.4","0","Bot4216"
"93945","1","12","32","May Kelley","",AUS,"1896.253","399.102","0","Bot6079"
"93945","1","12","33","Carlo Venturi","AMO Solutions",ITA,"1896.303","399.152","0","Bot1339"
"93945","1","12","34","Rune Martin","",BEL,"1896.396","399.245","0","Bot795"
"93945","1","12","35","Dunja Köhler","",GER,"1896.468","399.317","0","Bot3144"
"93945","1","12","36","Martijn Blom","",NED,"1896.611","399.46","0","Bot6749"
"93945","1","12","37","Brandi Anthony","Kumori",ENG,"1896.666","399.515","0","Bot4640"
"93945","1","13","1","Fazeel Zuhair","AI Thunder",MDV,"1642.857","0","20","Bot7600"
"93945","1","13","2","Francis Garcia","Saint",FRA,"1642.969","0.111","19","Bot1032"
"93945","1","13","3","Enzo Angelini","",ITA,"1643.039","0.181","18","Bot7166"
"93945","1","13","4","Dietmar Lindner","Formix",GER,"1643.175","0.318","17","Bot7417"
"93945","1","13","5","Yoobin Pi","",KOR,"1643.648","0.791","16","Bot5762"
"93945","1","13","6","Noel Bennett","",JAM,"1644.197","1.34","15","Bot1072"
"93945","1","13","7","Bart De Groot","",NED,"1693.044","50.187","14","Bot3556"
"93945","1","13","8","Julien Helleputte","Riders Givrés du Trainer",BEL,"1724.084","81.226","13","5F2EDC06F34578B8"
"93945","1","13","9","Stanford Truong","Meisterkuhl",AUS,"1727.872","85.014","12","Bot2522"
"93945","1","13","10","Emilia Ekström","",SWE,"1727.983","85.125","11","Bot9688"
"93945","1","13","11","Théo Collard","Ampex",BEL,"1737.85","94.992","10","Bot5214"
"93945","1","13","12","Runchu Lim","AI Thunder",CHN,"1739.188","96.33","9","Bot2400"
"93945","1","13","13","Tommy Jensen","",SWE,"1739.318","96.46","8","Bot5051"
"93945","1","13","14","Junaid Al-Muhairi","Fable",UAE,"1739.419","96.562","7","Bot510"
"93945","1","13","15","Kenzo Shimizu","",JPN,"1739.526","96.669","6","Bot6274"
"93945","1","13","16","Stephan Hahn","YES",AUT,"1742.537","99.68","5","Bot6435"
"93945","1","13","17","Klaus Danielsen","",DEN,"1757.829","114.971","4","Bot6791"
"93945","1","13","18","Lazaro Miller","",NZL,"1758.726","115.868","3","Bot9296"
"93945","1","13","19","Stan Barajas","",AUS,"1764.117","121.259","2","Bot3384"
"93945","1","13","20","Ismo Suominen","Fiber Shot",FIN,"1765.387","122.529","1","Bot5416"
"93945","1","13","21","Josue Mosquera","",COL,"1772.356","129.499","0","Bot5486"
"93945","1","13","22","Zuhair Al-Naqbi","Ampex",UAE,"1773.617","130.759","0","Bot314"
"93945","1","13","23","Valentina Szervánszky","",CZE,"1773.735","130.877","0","Bot3790"
"93945","1","13","24","Rebecca Luna","Zonkify",ARG,"1781.487","138.63","0","Bot6109"
"93945","1","13","25","Ryu Sasaki","Nitro",JPN,"1832.412","189.554","0","Bot437"
"93945","1","13","26","Oleg Winograd","",SVK,"1832.462","189.605","0","Bot1997"
"93945","1","13","27","Michelle Simon","",FRA,"1837.932","195.075","0","Bot3084"
"93945","1","13","28","Feruza Nurmatova","",UZB,"1838.006","195.149","0","Bot6941"
"93945","1","13","29","Stavroula Konstantinidis","",GRE,"1838.189","195.331","0","Bot2264"
"93945","1","13","30","Joël Boyer","Base",FRA,"1918.214","275.357","0","Bot8925"
"93945","1","13","31","Arjan Visser","Fiber Shot",NED,"1961.993","319.136","0","Bot4216"
"93945","1","13","32","May Kelley","",AUS,"2083.65","440.792","0","Bot6079"
"93945","1","13","33","Rune Martin","",BEL,"2083.76","440.902","0","Bot795"
"93945","1","13","34","Carlo Venturi","AMO Solutions",ITA,"2083.832","440.975","0","Bot1339"
"93945","1","13","35","Dunja Köhler","",GER,"2084.004","441.146","0","Bot3144"
"93945","1","13","36","Martijn Blom","",NED,"2084.01","441.153","0","Bot6749"
"93945","1","13","37","Brandi Anthony","Kumori",ENG,"2084.199","441.341","0","Bot4640"
"93945","1","14","1","Dietmar Lindner","Formix",GER,"1709.143","0","40","Bot7417"
"93945","1","14","2","Francis Garcia","Saint",FRA,"1709.338","0.194","38","Bot1032"
"93945","1","14","3","Yoobin Pi","",KOR,"1709.342","0.198","36","Bot5762"
"93945","1","14","4","Enzo Angelini","",ITA,"1709.377","0.233","34","Bot7166"
"93945","1","14","5","Fazeel Zuhair","AI Thunder",MDV,"1709.405","0.261","32","Bot7600"
"93945","1","14","6","Noel Bennett","",JAM,"1709.433","0.289","30","Bot1072"
"93945","1","14","7","Bart De Groot","",NED,"1765.776","56.632","28","Bot3556"
"93945","1","14","8","Julien Helleputte","Riders Givrés du Trainer",BEL,"1798.698","89.554","26","5F2EDC06F34578B8"
"93945","1","14","9","Emilia Ekström","",SWE,"1800.296","91.152","24","Bot9688"
"93945","1","14","10","Stanford Truong","Meisterkuhl",AUS,"1800.454","91.31","22","Bot2522"
"93945","1","14","11","Tommy Jensen","",SWE,"1808.329","99.185","20","Bot5051"
"93945","1","14","12","Kenzo Shimizu","",JPN,"1808.503","99.359","18","Bot6274"
"93945","1","14","13","Junaid Al-Muhairi","Fable",UAE,"1808.623","99.48","16","Bot510"
"93945","1","14","14","Runchu Lim","AI Thunder",CHN,"1808.829","99.685","14","Bot2400"
"93945","1","14","15","Théo Collard","Ampex",BEL,"1808.889","99.745","12","Bot5214"
"93945","1","14","16","Stephan Hahn","YES",AUT,"1817.531","108.387","10","Bot6435"
"93945","1","14","17","Klaus Danielsen","",DEN,"1832.018","122.874","8","Bot6791"
"93945","1","14","18","Lazaro Miller","",NZL,"1832.431","123.288","6","Bot9296"
"93945","1","14","19","Ismo Suominen","Fiber Shot",FIN,"1834.653","125.509","4","Bot5416"
"93945","1","14","20","Stan Barajas","",AUS,"1836.845","127.701","2","Bot3384"
"93945","1","14","21","Valentina Szervánszky","",CZE,"1840.351","131.207","0","Bot3790"
"93945","1","14","22","Josue Mosquera","",COL,"1841.977","132.833","0","Bot5486"
"93945","1","14","23","Zuhair Al-Naqbi","Ampex",UAE,"1845.598","136.454","0","Bot314"
"93945","1","14","24","Rebecca Luna","Zonkify",ARG,"1858.804","149.66","0","Bot6109"
"93945","1","14","25","Ryu Sasaki","Nitro",JPN,"1904.677","195.533","0","Bot437"
"93945","1","14","26","Oleg Winograd","",SVK,"1908.971","199.827","0","Bot1997"
"93945","1","14","27","Feruza Nurmatova","",UZB,"1910.4","201.256","0","Bot6941"
"93945","1","14","28","Michelle Simon","",FRA,"1911.213","202.069","0","Bot3084"
"93945","1","14","29","Stavroula Konstantinidis","",GRE,"1914.324","205.18","0","Bot2264"
"93945","1","14","30","Joël Boyer","Base",FRA,"1992.585","283.441","0","Bot8925"
"93945","1","14","31","Arjan Visser","Fiber Shot",NED,"2037.256","328.112","0","Bot4216"
"93945","1","14","32","Carlo Venturi","AMO Solutions",ITA,"2155.347","446.203","0","Bot1339"
"93945","1","14","33","Rune Martin","",BEL,"2155.479","446.335","0","Bot795"
"93945","1","14","34","Dunja Köhler","",GER,"2155.866","446.722","0","Bot3144"
"93945","1","14","35","May Kelley","",AUS,"2156.308","447.164","0","Bot6079"
"93945","1","14","36","Martijn Blom","",NED,"2156.751","447.607","0","Bot6749"
"93945","1","14","37","Brandi Anthony","Kumori",ENG,"2157.255","448.111","0","Bot4640"
